Years,Aruba,Afghanistan,Angola,Albania,Andorra,Arab World,United Arab Emirates,Argentina,Armenia,American Samoa,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belarus,Belize,Bermuda,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Central Europe and the Baltics,Switzerland,Channel Islands,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Caribbean small states,Cuba,Curacao,Cayman Islands,Cyprus,Czech Republic,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,East Asia & Pacific (excluding high income),Early-demographic dividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.29774E+12,6.62443E+11,1.00322E+13,18327764882,99838543960,6.4795E+12,706370815.6,5.96878E+11,5694069842,8242392104,7.25989E+12,4.12071E+11,1.25707E+11,1684109743,1.36225E+12,1058702725,233271800,5067865321,1.65782E+12,3057475289,4983024408,,2995360969,782915402.4,370173838.7,1045998496,1.30134E+11,520044370.4,1068030830,19288827159,,712667896.7,2.76508E+13,1.71668E+11,7103507989,1.69208E+11,21633671681,6868666120,47218405892,5.81179E+12,6.2821E+12,4.72835E+11,2.0622E+11,1.65021E+11,2.65071E+11,1563667800,4.68395E+11,,99852958356,1.09592E+11,,9003639603,1.32343E+11,1.14383E+12,8985352832,8460424401,4.88752E+12,18291990619,12705357103,1369688498,3677897739,67254174.4,421473325.2,5.76178E+11,37712842243,2.08552E+12,1731198022,17260364842,874000000,38270206950,932592592.6,2.29222E+12,2.19133E+11,1.34081E+11,2483953103,16330814180,1.21987E+12,5.9629E+12,887295267.9,3.40305E+12,11524776867,21263514833,7949253766,6720492406,,38857251336,2647883816,1288429392,4629247091,624337145.3,9.66794E+11,7.07907E+11,115347500,5.83222E+12,3772851420,2954129566,4069515557,8905066164,4.51664E+11,984297589.4,1136896124,,5656473652,1779521110,4663313620,1743506531,93789736842,1.09981E+13,3833993703,2682347064,2236185390,69448756933,5107329007,4.16443E+11,1.71247E+11,5494252208,,52623281957,2.75023E+13,19507452508,91292277740,82017743416,12304115000,51744749133,83670261708,146297500,3521339699,1.72219E+11,2.43904E+11,61701800000,,1.18311E+11,8855705140,4313600000,3460016615,2.62835E+13,3447543138,17759890110,37253259017,2.5971E+11,2068929592,6.30429E+11,1.89515E+11,12257418326,5924239701,96074477958,429169368.6,635874002.2,11784927700,1005159388,,6875845987,3.95043E+11,,4.00343E+11,1.2894E+11,,947671969.7,29169953013,20289627637,2.62835E+11,1738100853,,614879764.8,19325894913,,1385058162,1.73418E+12,8.9355E+11,1488185772,1.26392E+11,860521119.3,2904662605,2.17734E+12,367087900,4.4731E+11,204849594.9,6.30429E+11,4.00343E+11,8154338233,21473188882,2.74303E+11,13742057.05,13375976354,6193246837,31261527363,4.61256E+12,22823255803,1.02523E+13,13760513969,396261370.4,1.17141E+11,,,31172518403,272014693.1,3.36236E+13,269019710.3,1849196082,9652436180,1.36361E+11,3600683040,6689957600
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.71874E+12,6.55124E+11,1.0143E+13,24468324000,96684636119,6.59045E+12,752368495.5,6.27287E+11,6259257900,8231326016,7.38773E+12,4.07655E+11,1.29421E+11,1660102346,1.37647E+12,1147654635,240970900,5023265365,1.64025E+12,3219488664,5314909954,,2829435957,687408804.6,392621385.9,1461139022,1.36191E+11,520444185.2,1086172923,18702802522,,712167575.6,2.73927E+13,1.69403E+11,7651174661,1.61721E+11,23054778851,6364908100,53749989092,5.89714E+12,6.36253E+12,4.67694E+11,2.05813E+11,1.60447E+11,2.6027E+11,1659131244,4.85441E+11,,1.09135E+11,1.26879E+11,,8205357405,1.30756E+11,1.16701E+12,9194717836,8975689845,4.30354E+12,22152694162,12986007426,1525116370,3984000517,63101272.37,458643829,5.47658E+11,34887512227,2.03634E+12,1768619058,17649751244,906000000,34110064452,892592592.6,2.2427E+12,2.0937E+11,1.2554E+11,2491822707,15749753805,1.23915E+12,6.02884E+12,825706961.2,3.51745E+12,12237388002,21272418792,8351415939,6811227983,,39459581217,2718868306,1480673594,5438332738,870179738.6,9.69438E+11,7.56706E+11,122824000,5.90541E+12,3709637830,3465305993,4088368962,6477790688,4.66337E+11,1159869246,1267997934,,5398568544,1746064719,4613630623,1716502862,92783947368,1.13219E+13,3476452446,,2448714681,74030364472,5323146566,4.31213E+11,1.73972E+11,6007055042,,53872425917,2.72567E+13,19452000476,90837472119,79484403985,12502013400,52030158775,78921071499,156907900,3081024212,1.90905E+11,2.41261E+11,69208400000,,1.21499E+11,8495806432,4003700000,3418277942,2.60437E+13,,17538461538,40394824679,3.06602E+11,1966668014,6.4587E+11,1.84137E+11,13182979784,6174898370,89794943350,424403183,1090467712,12282533600,1077413479,,12960538724,3.76899E+11,,3.82158E+11,1.29496E+11,75951210.69,834279357.8,30752150336,20876309970,2.42396E+11,1542477355,,622262057.2,21099833784,358744800,1710843361,1.84499E+12,9.09479E+11,1481141850,1.20296E+11,1080768907,3534803922,2.11912E+12,477457500,4.62323E+11,181116944.4,6.4587E+11,3.82158E+11,8824873259,22066101341,2.01753E+11,13196544.95,13581644246,5840503869,37972301335,4.66645E+12,20898788417,1.05818E+13,11401421329,430039296.3,1.22904E+11,,,32685198735,257926881.7,3.34308E+13,273088357.2,2535333632,9861560095,1.21515E+11,4094480988,6777384700
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.84484E+12,7.5018E+11,1.10888E+13,28548945000,85146067416,7.16615E+12,729321366.7,7.05394E+11,7372457380,7850809498,8.04979E+12,3.91544E+11,1.39738E+11,1842691481,1.49429E+12,1262669892,242517200,5335451308,1.78447E+12,3395728014,6166330136,,2950198649,578236035.1,417806667.1,1806742742,1.53831E+11,540336925.9,1169138789,20776403774,3385000000,726131434.7,2.85543E+13,1.66349E+11,7858235333,1.73731E+11,26813968851,6106867934,67608919144,5.98958E+12,6.49003E+12,5.03419E+11,2.2725E+11,1.95661E+11,2.74173E+11,1947332922,5.14938E+11,,1.2795E+11,1.28627E+11,,9294652008,1.21124E+11,1.27071E+12,9719017926,9582453032,4.11512E+12,24636593223,13147743911,1605643105,4284028483,72196457.68,481077373.7,6.27246E+11,38137545245,1.81164E+12,1758176653,19152238806,927000000,20481889764,900000000,2.01231E+12,2.26976E+11,1.34731E+11,2688630823,16536535647,1.30878E+12,6.14781E+12,775780697.7,3.72639E+12,14259781159,23616328816,9545172806,7322677820,,42236836821,2968987019,1661818168,5351701534,897031250,9.63815E+11,7.72106E+11,131738200,6.01612E+12,4018365247,3889758024,4470446352,6777632512,4.50774E+11,1284685051,1396555720,1284000000,5677003239,1777058593,4841310240,3495748398,1.00846E+11,1.16983E+13,3275669889,,2782192987,95385819321,5224213018,4.71614E+11,1.95524E+11,6050875807,,66627729311,2.84345E+13,20142756175,98021489629,79904985385,12994310400,54777553515,84307369867,163184900,2999511040,1.99072E+11,2.86621E+11,71623500000,,1.34156E+11,7196260657,3555800000,3583557187,2.716E+13,,19363736264,46066101951,3.4547E+11,1965903268,6.77627E+11,1.89606E+11,14803189093,6752510283,92537752709,356507823.6,1253340520,12664190300,1168269231,,17120906918,4.11121E+11,,4.16683E+11,1.38587E+11,85171308.17,1093574468,35130340674,23489890274,2.66849E+11,1432228173,,697518248.2,21582248882,366707900,1997005787,2.04198E+12,1.02213E+12,1698678686,1.34301E+11,1221120799,4461978499,1.88469E+12,469461100,4.4723E+11,182763673.2,6.77627E+11,4.16683E+11,9008273721,23142294436,2.40249E+11,15450994.24,14142035080,6178563591,42351593887,4.70725E+12,13606494597,1.09364E+13,9687788513,461883444.4,92893587734,,3269000000,35064105501,262596597.8,3.47125E+13,288078881.4,2406270658,10694628092,1.15482E+11,4193845678,6342116400
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.62668E+12,9.46384E+11,1.35006E+13,32432858000,80288461538,8.84288E+12,870247703.2,9.05492E+11,9877636631,8623691300,9.91216E+12,4.1673E+11,1.71274E+11,2315935753,1.84048E+12,1494011567,245432900,6511903657,2.05302E+12,3991284895,7632406553,,3446441698,487038821.6,477458598.7,2484745935,2.01924E+11,591018407.4,1558753434,21917430694,3560000000,743064076.8,3.2016E+13,1.61385E+11,8230387552,1.97095E+11,34682900713,5000238129,85302003908,6.74433E+12,7.30634E+12,5.65332E+11,2.55052E+11,2.34772E+11,3.08043E+11,2328658228,6.07699E+11,,1.64285E+11,1.53545E+11,,11414055065,1.26966E+11,1.57415E+12,9430230564,10195660790,4.44566E+12,30833699703,14904517650,1919008090,4658246918,90231856.8,469869869.9,7.02717E+11,47876510067,1.84349E+12,2023324407,20082918740,748000000,26265625000,987407407.4,2.05524E+12,2.56797E+11,1.47237E+11,3070691320,18881765437,1.49246E+12,6.92069E+12,1157832935,4.24695E+12,18781721376,29557325056,11749456401,8195033162,,52064058834,3601321065,1980907435,6372498720,1052121055,1.08647E+12,7.29336E+11,131398500,6.77642E+12,4946292775,4703504467,5448415540,10467109978,5.08947E+11,1707710053,1595297356,1239000000,6303391144,2051147607,5816553827,3208837077,1.10202E+11,1.23548E+13,4811994025,,3394084885,1.04912E+11,5322454926,5.78792E+11,2.28859E+11,6330473097,,88250885550,3.18197E+13,21633708220,1.22019E+11,91760542940,13693981200,58731030122,87039145965,153963200,3536411824,2.17827E+11,3.26814E+11,74827400000,,1.64862E+11,7691367471,3968000000,4193500486,3.04613E+13,,23533791209,57806506024,4.30348E+11,2138244785,7.91003E+11,2.15808E+11,17646503525,8683229268,97645448284,352522682.2,1385810072,13243892200,1464326161,,22482365322,5.15543E+11,,5.22089E+11,1.65749E+11,102085583.5,1274190311,46816589165,29634713641,3.34337E+11,2197612767,,705704816,21828144686,409753600,2742815195,2.31108E+12,1.2567E+12,2111093198,1.52281E+11,1555301496,5977560877,1.92161E+12,490400300,5.04995E+11,202246980.2,7.91003E+11,5.22089E+11,11305459802,27453084983,3.14595E+11,18231078.54,15224257698,6606884391,50084197498,5.28377E+12,12045631091,1.14582E+13,10134453435,481806296.3,83620628582,,3453000000,39552513316,314471328.1,3.89482E+13,338838639.4,2790455728,11777966673,1.75257E+11,4901839731,5727591800
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.67747E+12,1.25553E+12,1.57384E+13,36591661000,78782467532,1.01414E+13,1109054005,1.06709E+12,12144397516,10131187261,1.13995E+13,5.18798E+11,1.97117E+11,2727507213,2.11574E+12,1688237552,240236000,7770219480,2.41693E+12,5125365192,8881368538,,3635458133,961900106.9,532062927.4,4410764339,2.40521E+11,599118592.6,1822486689,23965275794,3857000000,787814379.2,3.56502E+13,1.691E+11,8869311411,2.26372E+11,41587470547,6005401730,1.0396E+11,8.02818E+12,8.68661E+12,6.6223E+11,3.10739E+11,2.56837E+11,3.48513E+11,2822358473,7.09149E+11,,1.93871E+11,1.90043E+11,36627901762,13834750405,1.35477E+11,1.80323E+12,10174664854,11411390409,4.81515E+12,43151647003,16095337094,2211534585,5337833248,102367039.3,506900000,7.93175E+11,59439090601,2.12098E+12,2366398120,21159827992,897000000,33122307692,1066666667,2.36862E+12,2.93986E+11,1.70966E+11,3454362686,20662525941,1.73276E+12,8.21387E+12,1511236656,5.1062E+12,22627507452,34685281848,14401882399,10585624891,,59626020162,4137913500,2598249556,5064732716,1226829563,1.27171E+12,7.82241E+11,133806400,8.04604E+12,5682719260,5444474268,6098092512,10567354056,5.93346E+11,2073234418,1992066808,1210000000,7631120533,2362501023,6578844486,3476094499,1.24749E+11,1.32414E+13,6480441754,,3760443966,1.36386E+11,5795568205,6.57172E+11,2.64512E+11,7273938315,,1.03905E+11,3.54274E+13,24763713001,1.51452E+11,1.0776E+11,15013381700,66768703498,95001994600,165186200,3927157867,2.5511E+11,3.98185E+11,80322313000,,1.89035E+11,9624440836,4603100000,4839105125,3.38475E+13,,31734065934,74972669057,5.91017E+11,2376384754,9.17089E+11,2.58742E+11,21457470203,10167441854,1.15035E+11,397611126.7,1448536631,13724810900,1723750000,,26141968161,6.41981E+11,,6.49419E+11,1.9954E+11,114582561.6,1484092538,57332015148,34414784504,3.85118E+11,2770082822,,839319927.3,25086930693,485598800,4422855929,2.67971E+12,1.6272E+12,2255942249,1.72896E+11,2076182461,6838351088,2.22539E+12,440732900,5.88764E+11,230657956.8,9.17089E+11,6.49419E+11,13280275123,31183139301,4.08865E+11,21534931.61,16675948415,7939487474,64819702952,6.31328E+12,13686329890,1.22137E+13,12030023548,521975111.1,1.12453E+11,,3799000000,45427854693,364996869.1,4.38746E+13,420320176.4,3556757429,13872791659,2.2859E+11,6221077675,5805598400
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03324E+13,1.58746E+12,1.67573E+13,41507085000,89600665557,1.05191E+13,1098425901,1.15329E+12,14098326079,12401139454,1.19058E+13,6.49001E+11,2.04809E+11,3006725015,2.19613E+12,1727792693,250281900,9582783318,2.53868E+12,6410823633,10744675210,,2937071767,1027702254,587029054.4,8217369093,2.47783E+11,695555555.6,1849805733,27211377107,4197000000,824880550.3,3.77277E+13,1.8157E+11,9757034457,2.5832E+11,45376744002,7049954289,1.12981E+11,9.6002E+12,1.03656E+13,7.69482E+11,3.71637E+11,2.85869E+11,3.94072E+11,3032400000,8.20382E+11,,2.11649E+11,2.26452E+11,49954890353,16812530830,1.42529E+11,1.85752E+12,11243868486,12588665303,4.75541E+12,57123671734,18737897745,2460248026,6293046162,112133944.3,547203703.7,9.34901E+11,80798630137,2.57794E+12,2735558726,21497336499,949000000,47334148578,1135555556,2.864E+12,3.44775E+11,2.00024E+11,3659251526,24405791045,2.02166E+12,9.78892E+12,1682350935,6.16371E+12,26097677572,37347394603,16959313006,12092222042,,62343022651,4203084194,2988348836,5859269849,1163362438,1.53065E+12,8.77476E+11,141922500,9.59223E+12,6258600714,6247496491,6416184236,11986972419,6.98844E+11,2257174481,2523471532,1061000000,8542070110,2936019526,6488750453,3655909664,1.43534E+11,1.42109E+13,7101514450,,4383315657,1.76134E+11,6321335612,6.85093E+11,3.08884E+11,8130258041,,1.1472E+11,3.74797E+13,31081991725,1.83431E+11,1.20055E+11,16374393900,76060606061,1.0742E+11,190452900,4865892972,3.06144E+11,4.96663E+11,83914521300,,1.9718E+11,10737500188,5125700000,5361227056,3.56344E+13,,44530494505,98452791983,7.64017E+11,2933282015,1.05059E+12,3.2846E+11,26524538566,11022821632,1.27808E+11,476898763.6,1650494367,14698001400,1785847531,,27683225959,7.63956E+11,,7.71369E+11,2.37701E+11,136450274.7,1793388732,62785305310,36206395971,3.92218E+11,3178126555,,919103254.5,28858965517,578645800,6649307057,3.10395E+12,2.03743E+12,2280575830,1.89319E+11,2312327536,8103901996,2.70956E+12,462261800,6.93743E+11,261797595.1,1.05059E+12,7.71369E+11,15982282462,32273007554,5.06315E+11,21839098.89,18399046025,9239221859,86057915585,7.57057E+12,17362857685,1.30366E+13,14307509839,550728666.7,1.4551E+11,,4439000000,57633255618,394962552.3,4.75268E+13,465568018.3,3663101604,16746344766,2.57773E+11,8331870169,5755215200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09604E+13,1.94646E+12,1.81463E+13,46802044000,1.07426E+11,1.11744E+13,1211161880,1.25934E+12,17012322168,15280861835,1.27036E+13,8.06143E+11,2.16908E+11,3102741451,2.31859E+12,1984445416,253541900,10327598801,2.71375E+12,7745394293,20440893017,,4220019243,1054113427,592365688.1,10086528699,2.73318E+11,698700666.7,2013099482,30231249625,4213000000,2379818383,3.98679E+13,1.93536E+11,10917481688,3.06651E+11,50423077102,7408787819,1.15577E+11,1.13849E+13,1.23058E+13,9.26016E+11,4.65384E+11,3.64571E+11,4.5555E+11,3422651334,9.4026E+11,,2.32083E+11,2.66299E+11,65140293688,17216420305,1.54034E+11,1.94792E+12,11930171468,15056929760,4.53038E+12,81003884545,25825524821,2834168889,7274595707,110234939.8,644411111.1,1.05322E+12,1.01549E+11,3.02667E+12,3452882514,22022709852,1119000000,54961936663,1268319185,3.35673E+12,4.01744E+11,2.3374E+11,4000239273,28279814925,2.37708E+12,1.16346E+13,1800105590,7.43948E+12,30183575104,42414308117,21517445448,14789661809,,68640825481,4582988333,3408244549,6395712392,1575200391,1.79163E+12,9.75387E+11,145474100,1.14044E+13,6861222332,6905876385,6778324087,14502553710,8.11977E+11,2721903149,3414055566,990000000,9176889070,4008583968,7028803366,3998020177,1.62691E+11,1.51362E+13,7840138006,,4756361480,2.36104E+11,6763361733,7.33341E+11,3.45581E+11,9043715356,,1.11609E+11,3.95516E+13,37215779656,2.15365E+11,1.37264E+11,18141666300,88643193062,1.27653E+11,192382400,8355006711,3.44622E+11,6.28175E+11,87276164400,,2.08582E+11,13429430050,5348300000,5644071347,3.75097E+13,,60882142857,1.22023E+11,9.89931E+11,3319198500,1.19609E+12,3.769E+11,35822408612,11847848225,1.4863E+11,538668769.3,1885112202,15999886400,1908167106,,32482070360,9.07823E+11,,9.15865E+11,2.76673E+11,142775597.3,2626380435,70708098106,39481045038,4.23093E+11,3291353806,,1016418229,33332844575,721891500,7428701809,3.73826E+12,2.46353E+12,2349495621,2.21758E+11,2830220713,10276674365,3.18661E+12,453796000,8.06661E+11,292232126.6,1.19609E+12,9.15865E+11,18369361094,34378437265,5.57076E+11,22902861.45,18649590248,9977647645,1.07648E+11,9.02734E+12,19579457965,1.38146E+13,17330833853,610930037,1.83478E+11,,4504000000,66371664817,439376794.1,5.15122E+13,505832439.8,3846819721,19061978586,2.71638E+11,12756858899,5443896500
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22629E+13,2.50377E+12,2.12019E+13,51007777000,1.30438E+11,1.28624E+13,1317974491,1.47213E+12,22445583082,19707616773,1.47113E+13,9.8122E+11,2.56053E+11,3405050612,2.65721E+12,2290133549,256787200,12455410056,3.10088E+12,10172882371,24827844950,,6281917656,1279704745,696910810.9,13071718759,3.18498E+11,758683592.6,2249811709,34113107372,4375000000,2730968914,4.36429E+13,2.11597E+11,12361257681,3.66215E+11,60073426977,9315973989,1.39966E+11,1.41517E+13,1.52314E+13,1.0848E+12,5.36928E+11,4.32217E+11,5.42167E+11,4466100440,1.21674E+12,,2.69918E+11,3.49882E+11,88840050497,21514962938,1.78959E+11,2.21029E+12,12799593018,17110587447,4.51526E+12,1.0485E+11,31958195182,3802566171,8639235842,132671743,689285185.2,1.17261E+12,1.1464E+11,3.59049E+12,4222962988,24827355015,1373000000,67516236338,1336088815,3.95448E+12,4.81395E+11,2.86017E+11,4601299567,32350248411,2.91259E+12,1.43914E+13,1716262753,9.37302E+12,39697891352,50888134410,31004884421,18340447243,,79041294874,5867916781,4401189466,8524620739,1868383461,2.12401E+12,1.0527E+12,153884600,1.41095E+13,8336478142,8145694632,7925371459,20182477481,1.00323E+12,3680711744,4234999823,938000000,10450843291,4328063511,8150138757,4432937046,1.93548E+11,1.59236E+13,8729714008,,5731485267,2.75626E+11,7423367753,8.47482E+11,4.00937E+11,10325618017,,1.3732E+11,4.32915E+13,42085379489,2.63839E+11,1.52386E+11,21295984200,1.02171E+11,1.5598E+11,198897700,9545177005,4.29029E+11,7.59477E+11,89524131600,,2.40191E+11,17856270473,5815700000,6234906114,4.09299E+13,,79712087912,1.74585E+11,1.29971E+12,4069636442,1.50419E+12,4.15965E+11,45898948564,14285970085,1.80942E+11,620230005.2,2158496873,17011750900,2185874624,,43170990616,1.05381E+12,,1.06298E+12,3.31945E+11,149146423.1,2936612022,86454081577,48006372844,4.91253E+11,3469363925,,1033561654,40405006007,773489700,8650138069,4.72603E+12,3.16745E+12,2659095101,2.62942E+11,3719506173,12664165103,3.77384E+12,542795300,9.97457E+11,298513956.2,1.50419E+12,1.06298E+12,21641620050,38908069299,6.81321E+11,27030374.03,21843529025,11902564401,1.4258E+11,1.11969E+13,23410572633,1.44519E+13,22311393928,684446259.3,2.30364E+11,,4803000000,77414425532,526428309.9,5.80436E+13,570469196.7,4655899261,21650532264,2.99416E+11,14056957976,5291950100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41481E+13,3.10257E+12,2.32741E+13,61762635000,1.62818E+11,1.40991E+13,1380188800,1.62522E+12,24371299253,27066912635,1.62378E+13,1.26453E+12,2.84554E+11,3523185920,2.91838E+12,2432415998,263145100,15571349776,2.92267E+12,12795076469,28678701891,,6964179194,1561763437,868154708.5,19749893536,3.54461E+11,825976037,2499107511,39136436614,4621000000,3025189399,4.64109E+13,2.1928E+11,13881701034,4.41915E+11,70234425974,10386485528,1.58136E+11,1.69946E+13,1.82887E+13,1.30013E+12,6.36082E+11,5.10229E+11,6.58065E+11,5928420956,1.1989E+12,,2.75039E+11,4.12336E+11,1.31614E+11,17905251723,2.16105E+11,2.39886E+12,13709402085,22657662395,5.03791E+12,1.33442E+11,35895153328,5139957785,10351914093,141042610.3,751233333.3,1.04734E+12,1.47395E+11,4.20354E+12,5443915121,29118916106,1726000000,87140405361,1437731111,4.59539E+12,5.9668E+11,3.47033E+11,5081432924,40713812310,3.26222E+12,1.72751E+13,1758534995,1.16526E+13,47797551588,55849686539,35756225698,20917444920,,92507257784,6476490406,6054849885,10725137478,2271646188,2.65574E+12,1.10999E+12,153135800,1.69338E+13,9909548411,9798741074,9090406750,31862554102,1.24319E+12,4545674528,5623216449,939000000,12556195189,5138471610,9990370016,5321012192,2.30814E+11,1.6269E+13,8496492492,,7297600897,3.37036E+11,8496946608,9.47998E+11,4.6225E+11,12545438605,,1.3329E+11,4.58719E+13,60905452458,3.22768E+11,1.70078E+11,25155888600,1.20551E+11,1.81007E+11,198283900,11670840924,5.33609E+11,9.56554E+11,93639300000,,2.62345E+11,24578067861,7310400000,6627662167,4.32606E+13,,1.1527E+11,2.14314E+11,1.66085E+12,5179108956,1.52747E+12,5.19797E+11,54526580232,16949789465,1.93612E+11,699157191,2505458705,17986890000,2393437820,,52194221469,1.20827E+12,14586253383,1.21923E+12,3.99736E+11,188021190.6,3532969035,1.0047E+11,55552509155,5.17706E+11,3294093364,,967199594,,862683600,10393834721,5.97909E+12,3.92073E+12,3310277927,2.91383E+11,5161337336,19271523179,4.40789E+12,648492700,1.23593E+12,344428609,1.52747E+12,1.21923E+12,27871587350,44856586316,7.70449E+11,30290219.76,27941177435,14440404021,1.79817E+11,1.36716E+13,30366213118,1.47128E+13,29549438884,695428851.9,3.15953E+11,,4250000000,99130304099,607958616.1,6.36902E+13,619260721.6,5687417607,26910851362,2.8677E+11,17910858638,4415702800
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45724E+13,2.43401E+12,2.04712E+13,62519686000,1.89147E+11,1.28858E+13,1856695551,1.48558E+12,19744110864,32437389116,1.47103E+13,1.19383E+12,2.52497E+11,2870624636,2.69022E+12,2268387771,280284600,12113699661,2.41091E+12,10766836277,26048108185,,6716904569,1450140386,830126470,15027795173,3.3E+11,771275555.6,2529948330,37733609795,4781000000,3165661865,4.35042E+13,2.14046E+11,14587496229,4.48511E+11,62600093959,11269821159,1.3076E+11,1.64864E+13,1.77595E+13,1.27972E+12,5.96416E+11,5.3958E+11,6.80043E+11,5487083658,1.34189E+12,,2.36316E+11,4.16397E+11,1.11661E+11,13164652470,2.07468E+11,2.19124E+12,12120460873,24537876124,5.23138E+12,1.15309E+11,37021512049,4690062255,10401851851,132420059.3,747862963,9.43942E+11,1.05963E+11,3.93946E+12,5832915387,35399582929,1768000000,63028320702,1401507889,4.31928E+12,6.01299E+11,3.57688E+11,4504549214,42066217872,3.29153E+12,1.69037E+13,1773199523,1.12613E+13,37388122046,51370543206,26317286628,21475520709,,92897320376,5451653237,5439422031,9616879921,2345294875,2.37256E+12,9.00045E+11,151772600,1.65554E+13,9401731496,10190945007,8696366869,36906181381,1.20004E+12,4159330370,4583850368,795000000,11914471497,4725200358,9128843109,6191127665,2.02258E+11,1.58267E+13,8825055228,,7352131669,2.9188E+11,8298729074,8.68077E+11,3.8619E+11,12854985464,,1.21358E+11,4.29448E+13,48388363516,2.77239E+11,1.68153E+11,27116635600,1.20823E+11,1.76132E+11,187522800,11619637816,4.39738E+11,8.68383E+11,96385600000,,2.43702E+11,22341754514,8085700000,5935601178,4.07653E+13,,97798351648,1.74104E+11,1.22264E+12,5673410334,1.68346E+12,4.29098E+11,49957202646,16248212852,1.94152E+11,735940409.7,2453899847,17601620000,2056126702,,45162894381,1.15177E+12,12231264525,1.16174E+12,3.42585E+11,187820464.6,3875409836,89046289247,50368056405,4.36537E+11,3580417161,,847397850.1,,703175800,9290728773,6.4834E+12,3.11045E+12,3365711796,2.8171E+11,4979481980,20214385965,4.1297E+12,726881600,1.19195E+12,312377379.3,1.68346E+12,1.16174E+12,19172165226,43454935940,6.49289E+11,27101076.28,29081425282,25019909335,1.17113E+11,1.32639E+13,31660911279,1.44489E+13,33689223673,674922481.5,3.29788E+11,,4203000000,1.06015E+11,610066628.7,6.04103E+13,584706020.2,5653792720,25130274124,2.95936E+11,15328342304,9665793300
