Years,Aruba,Afghanistan,Angola,Albania,Andorra,Arab World,United Arab Emirates,Argentina,Armenia,American Samoa,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belarus,Belize,Bermuda,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Central Europe and the Baltics,Switzerland,Channel Islands,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Caribbean small states,Cuba,Curacao,Cayman Islands,Cyprus,Czech Republic,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,East Asia & Pacific (excluding high income),Early-demographic dividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69887E+13,2.94494E+12,2.09677E+13,69555367000,2.18984E+11,1.26288E+13,1589515447,1.42072E+12,19693608289,29933790334,1.45441E+13,1.43022E+12,2.49181E+11,3140508836,2.64261E+12,2320424601,296944100,14372591916,2.47524E+12,12243505583,32197272797,,6853467858,1543292393,849878424.2,16314442183,2.99362E+11,771013259.3,2503156061,41338008613,4895000000,3432913353,4.55857E+13,2.28638E+11,15839344592,4.90276E+11,59918313669,11661585823,1.31917E+11,2.0019E+13,2.14837E+13,1.46912E+12,7.00032E+11,7.55094E+11,7.63983E+11,5920177689,1.67562E+12,,2.22149E+11,4.86808E+11,1.38462E+11,13683689693,2.33996E+11,2.13402E+12,13220556883,27133804244,5.7001E+12,1.48047E+11,40000088347,4794357795,11242275199,156120895.2,760170370.4,1.14407E+12,1.15419E+11,4.91134E+12,7127792630,38443907042,1998000000,74773444901,1486758037,5.35442E+12,6.82181E+11,3.92095E+11,5082366478,56725749222,3.93112E+12,2.0544E+13,2269525779,1.35064E+13,37138464733,53212476812,23877564356,28123640999,,93216746662,5367625613,6974960345,9982711030,2588176055,2.76805E+12,1.0578E+12,162164700,2.01546E+13,9407168702,10689167195,9035932178,49540813342,1.3848E+12,4142931813,7189481824,799000000,11104648673,5628882266,10003670690,6959655571,2.55017E+11,1.66122E+13,11268186636,,7851191899,3.61457E+11,8758639096,8.46555E+11,4.28757E+11,16002656434,47564520.39,1.46619E+11,4.50505E+13,56913065779,3.22445E+11,1.77166E+11,29440300000,1.47529E+11,2.08369E+11,185943000,14250755222,4.79834E+11,1.01811E+12,98381300000,,2.37881E+11,27215968616,9681500000,6598673080,4.25234E+13,,1.25122E+11,1.66309E+11,1.52492E+12,6124120673,2.06078E+12,5.28207E+11,58167563413,16230887978,2.39809E+11,846797693.6,2578026297,18447920000,1881214371,,41819468692,1.36555E+12,14602072411,1.37653E+12,3.93568E+11,196652166.3,4368398048,90310718349,48161250405,4.95813E+11,4438778547,,969936525.3,,686787800,10668102735,7.85951E+12,3.651E+12,3429461495,3.41105E+11,5642178580,22583157895,5.15934E+12,881826900,1.3751E+12,366840012.4,2.06078E+12,1.37653E+12,22157948396,44050929160,7.76968E+11,31823518.62,32014249841,26558906014,1.36013E+11,1.62234E+13,40284481653,1.49921E+13,46679875794,681225925.9,3.93192E+11,,4339000000,1.15932E+11,700804286.2,6.61259E+13,663161517.9,5835874321,30906749533,3.75349E+11,20265559484,12041655200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96874E+13,3.66026E+12,2.325E+13,79276664000,2.3599E+11,1.36232E+13,2065001626,1.47877E+12,23391530006,31952763089,1.57442E+13,1.45312E+12,2.75244E+11,3774530616,2.86141E+12,2490807831,311301600,18210308748,2.65931E+12,15107441447,39337314810,,6785137173,1409694554,1099818652,21357344847,2.87798E+11,778655925.9,2684467376,47654783852,4928000000,3691384743,4.92117E+13,2.48514E+11,17710315006,5.46434E+11,62537851352,13008748132,1.4176E+11,2.3645E+13,2.53078E+13,1.66499E+12,8.04396E+11,8.92969E+11,8.53829E+11,6566098382,1.82305E+12,,2.37472E+11,5.80765E+11,1.8547E+11,15158548263,2.61469E+11,2.29199E+12,14444655300,29524149165,6.15746E+12,1.92627E+11,41953433591,6197766119,12829541141,181705002.6,817759259.3,1.25322E+12,1.54068E+11,5.59226E+12,8749241114,39927125961,2398000000,34699395524,1576988407,6.08746E+12,7.78767E+11,4.27683E+11,5739977477,65292753005,4.42289E+12,2.42575E+13,2622336148,1.64588E+13,43582248870,60004630234,28619991392,36709860068,,1.0137E+11,6088808463,8414360656,11551821062,2774351760,3.28052E+12,1.18049E+12,174332100,2.38257E+13,10494632699,12995074801,9638916472,59977326086,1.56692E+12,4544575152,10409797649,733000000,14381552433,6764635687,11518393367,8004000737,2.97952E+11,1.73375E+13,12343501808,,8772951262,4.04994E+11,9774262742,9.04086E+11,4.98283E+11,18913574371,66055407.67,1.6851E+11,4.8451E+13,67872692582,3.96955E+11,2.13587E+11,34686200000,1.71762E+11,2.34217E+11,196911100,17984910496,5.28301E+11,1.18159E+12,1.00352E+11,,2.44797E+11,33715524704,11186100000,7737574651,4.56635E+13,,1.67775E+11,1.83327E+11,2.04593E+12,6884889636,2.27184E+12,6.71239E+11,57060450038,17902207622,2.79351E+11,1049952233,2942546781,20283790000,1813752784,,49258136129,1.54136E+12,14907308933,1.55395E+12,4.74361E+11,231488665.2,4422276622,99122802874,51516366655,5.74094E+11,4820499497,936089385.5,1065826670,,728789600,12172309523,9.60174E+12,4.43443E+12,3872459250,3.70819E+11,6522732203,29233333333,5.88556E+12,1054725400,1.5557E+12,414523388.5,2.27184E+12,1.55395E+12,25433011405,45810626509,8.38786E+11,38711810.21,34657139495,27752712167,1.6316E+11,1.94028E+13,47962439303,1.55426E+13,56516280748,676129629.6,3.16482E+11,,4239000000,1.35539E+11,792149700.7,7.34603E+13,737401692.2,6701698218,32726417212,4.16419E+11,23459515276,14101920300
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.10721E+13,3.90407E+12,2.24125E+13,87924544000,2.79117E+11,1.26396E+13,,1.32482E+12,23192708982,43310721414,1.46363E+13,1.67881E+12,2.58305E+11,3972012571,2.68383E+12,2366301252,327248700,17170465294,2.70489E+12,16488403076,41270954737,,7638045254,1415006238,989271229.6,22388345810,2.45671E+11,799882259.3,2609667674,50388460925,5199000000,4063090016,4.92625E+13,2.62629E+11,18528601901,5.80701E+11,56580819624,13708931890,1.28475E+11,2.51408E+13,2.69315E+13,1.79408E+12,8.89579E+11,9.1787E+11,8.95131E+11,6690725118,1.82764E+12,,2.24999E+11,5.98868E+11,2.17808E+11,14724078148,2.5718E+11,2.08708E+12,14807086889,31634561670,6.20321E+12,2.07999E+11,50412754861,6605139933,14054443213,190243321.6,800414814.8,1.27843E+12,1.7407E+11,5.62921E+12,10191350120,44035991746,2721000000,81873662519,1605146778,6.15062E+12,8.26383E+11,4.49652E+11,5456009385,68434409315,4.66807E+12,2.59119E+13,2526185314,1.76072E+13,42943442158,56677961787,28330632929,43031577366,,98266306615,5743029680,8709165249,11578978053,2886170572,3.57638E+12,1.20109E+12,182874800,2.54563E+13,9745251126,12441946098,9462238257,59937797559,1.72964E+12,4087561650,12292770631,751000000,16350804543,6728208836,11668685524,6028487929,3.14443E+11,1.80321E+13,13041886316,,9426913349,4.55502E+11,10532049077,8.38971E+11,5.09506E+11,18851513891,96927201.48,1.76248E+11,4.84244E+13,76511059936,4.14385E+11,2.24384E+11,40429700000,1.92649E+11,2.61921E+11,212397800,21295659249,4.98524E+11,1.30187E+12,1.01565E+11,,2.16237E+11,33283228891,12208400000,8223336840,4.56217E+13,,1.86834E+11,1.70636E+11,2.2083E+12,7655138385,2.29733E+12,7.35975E+11,52766746152,17824398469,2.95087E+11,1190994127,3801862611,21386140000,1604779648,,43309252921,1.62238E+12,11931472169,1.63511E+12,4.94659E+11,250680453.1,4980000000,94534730681,46580457470,5.52484E+11,4886658806,985865921.8,1060226126,,727161000,12367363678,1.0707E+13,4.62981E+12,3873308389,3.97558E+11,7633049792,35164210526,5.94265E+12,1147779600,1.71741E+12,470714083.4,2.29733E+12,1.63511E+12,25763220107,45044112939,8.80556E+11,37671774.69,39650530214,27188666947,1.75781E+11,2.07883E+13,51264390114,1.6197E+13,63628854499,692933333.3,3.81286E+11,,4095000000,1.5582E+11,781702874.1,7.51618E+13,760549587.1,6499807272,35401341663,3.96333E+11,25503060420,17114849900
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.13186E+13,4.13902E+12,2.3421E+13,95129659000,2.88434E+11,1.31903E+13,,1.35476E+12,25271406708,47648211133,1.52934E+13,1.76371E+12,2.71285E+11,4190143206,2.81108E+12,2627049837,317214400,17595745653,2.78602E+12,17189551521,62405374786,,8376613843,1375608956,1046087418,21948835350,2.39862E+11,842620111.1,2684952727,52996540576,5336000000,4167801803,4.98869E+13,2.75697E+11,18499710128,6.47872E+11,58194069434,14498080023,1.35412E+11,2.6561E+13,2.85274E+13,1.97343E+12,9.65837E+11,9.12524E+11,9.98443E+11,7000748788,1.85672E+12,,2.38544E+11,4.60293E+11,2.34648E+11,16033517403,2.92636E+11,2.14132E+12,14262589158,34454440181,5.15572E+12,2.36635E+11,55096728048,7335027592,15227991395,185113921.6,839774074.1,1.3708E+12,1.74161E+11,5.75537E+12,11942230508,46909335135,3067000000,65502870174,1664816741,6.30189E+12,9.01616E+11,4.92864E+11,6391735894,74317806538,4.91804E+12,2.74451E+13,2421470018,1.89773E+13,46514471182,61739352212,30432796306,51552075902,,1.06826E+11,6555983530,9496684701,12423557907,3295011382,3.54873E+12,1.27444E+12,187707400,2.69494E+13,10817712139,13242680705,10551661220,60269734045,1.61924E+12,4464502434,12582122604,782000000,16974320551,7223063170,12129642296,5518880769,3.23277E+11,1.86385E+13,12011207741,,10224897935,5.08693E+11,10982938826,8.76924E+11,5.22762E+11,19271168018,98491843.64,1.90846E+11,4.90786E+13,78555637365,4.32375E+11,2.31219E+11,45600000000,2.01175E+11,2.83903E+11,221117200,21261432775,5.21016E+11,1.42811E+12,1.0245E+11,,2.2637E+11,38585317743,13515500000,8544448804,4.60823E+13,,1.98728E+11,1.90801E+11,2.29247E+12,7819538349,2.35713E+12,7.46647E+11,57730380600,18965572150,3.07576E+11,1284698922,4920343195,21990970000,1678841812,,48394239475,1.72863E+12,18426469017,1.74208E+12,5.14337E+11,300553785,5145757576,98848641555,48401896808,5.86842E+11,4597702903,1022905028,1328157609,,754238000,12953535496,1.18129E+13,4.90903E+12,4321655656,4.20333E+11,8448469838,39197543860,6.08903E+12,1395524600,1.6056E+12,450643615.2,2.35713E+12,1.74208E+12,27268478565,46251061734,9.57799E+11,37509075.11,45680532614,28791625559,1.8331E+11,2.20314E+13,57531233351,1.67848E+13,68997168338,721207407.4,3.71005E+11,,3762000000,1.71222E+11,801787555.9,7.73163E+13,770021664,7074777527,40415235702,3.66829E+11,28045553105,19091020000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.20022E+13,3.84176E+12,2.37385E+13,1.01726E+11,3.05595E+11,1.34906E+13,,1.3694E+12,26773473625,55612228234,1.56326E+13,1.92322E+12,2.74497E+11,4856963252,2.85217E+12,2850743875,319271200,18203968002,3.0638E+12,17627003455,53660342160,,8778473615,1229460602,1054915645,21765454404,2.3703E+11,911497407.4,2842048998,57852399705,5538000000,4127664336,5.09869E+13,2.91459E+11,19756494435,6.83129E+11,57639588806,14790765760,1.40765E+11,2.74756E+13,2.95783E+13,2.11292E+12,1.0367E+12,8.90815E+11,1.06619E+12,7708834951,2.03913E+12,,2.58472E+11,4.32687E+11,2.34648E+11,17758050016,3.09558E+11,2.15913E+12,13897804560,36847643587,4.85041E+12,2.21416E+11,61448046802,7468096567,16702610842,179703443.3,916566666.7,1.48432E+12,1.62631E+11,5.89106E+12,13268458232,48134486625,3144000000,41142722414,1755130815,6.42525E+12,9.74055E+11,5.27424E+11,6657170923,79356449841,5.22622E+12,2.84833E+13,2499803984,1.96985E+13,48574531942,66103853237,31329367173,55347998648,,1.10081E+11,7069616049,9510219299,12522959157,3697351594,3.56988E+12,1.31535E+12,184689500,2.79562E+13,11362272838,14364859446,11626281450,65446199788,1.5994E+12,4587741791,12226514722,845000000,17716084108,6592537782,12803445934,6047813437,3.38062E+11,1.93371E+13,12356482989,,10862944204,5.46676E+11,11880434071,8.90981E+11,4.9841E+11,20002968838,104654365.2,2.00922E+11,5.01118E+13,80686854743,4.46839E+11,2.44361E+11,49921500000,2.00789E+11,2.97484E+11,241669800,23210682537,5.42477E+11,1.50769E+12,1.02446E+11,,2.29596E+11,40276532541,13989700000,9271534114,4.70336E+13,,2.06225E+11,1.99959E+11,2.05924E+12,8246166341,2.58182E+12,7.5635E+11,64941713057,19797254643,3.14851E+11,1335538893,5015157816,22593480000,1673973695,,47062206678,1.7946E+12,13962212847,1.80874E+12,5.30544E+11,346527949.8,5240606061,1.0119E+11,49930685013,5.81964E+11,4422304975,1245251397,1343007845,,841070000,13940768066,1.27372E+13,4.64184E+12,4574986537,4.07339E+11,9112544556,43524210526,6.20788E+12,1447311400,1.58527E+12,439878828,2.58182E+12,1.80874E+12,27615843098,47632326088,9.38934E+11,37290607.54,49964788814,32472363452,1.33503E+11,2.273E+13,57236013088,1.75272E+13,76658542757,727714814.8,4.82359E+11,,3622000000,1.86205E+11,814954307,7.94533E+13,756919917.3,7396705195,43206469767,3.50905E+11,27150728124,19495519600
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19116E+13,2.91664E+12,2.04503E+13,99290381000,3.29367E+11,1.16685E+13,,1.19512E+12,23048864243,64589334979,1.35451E+13,1.72691E+12,2.3444E+11,4682546881,2.43821E+12,2518096286,316489900,14383107714,2.92859E+12,14953950557,48564863888,,8794202444,1378176868,1048229629,13185496836,1.96591E+11,997007925.9,2499115623,62186186576,5710000000,4279840362,4.81693E+13,3.09384E+11,20979767785,6.76806E+11,49525747504,14857386164,1.25074E+11,2.59501E+13,2.80398E+13,2.10231E+12,9.99758E+11,8.60854E+11,1.09534E+12,7085288006,2.10359E+12,,2.915E+11,3.84951E+11,1.77499E+11,17389101639,2.99813E+11,1.8359E+12,14187696311,38587017944,4.38948E+12,1.84388E+11,64007750169,6678178340,18049954289,171117872.4,923155555.6,1.46577E+12,1.14567E+11,5.00691E+12,14390442307,49939374833,3177000000,27842131480,1808079889,5.52911E+12,9.66459E+11,5.33735E+11,6268391521,80604080689,5.18227E+12,2.70665E+13,2372280103,1.84714E+13,41418872976,57744457955,27239653844,45361678147,,1.0118E+11,6261622101,7745231660,11323023787,4109447297,3.14396E+12,1.17187E+12,184599600,2.65392E+13,10064515432,13104802016,11091434435,67822772707,1.44021E+12,4053097851,11749620620,931000000,15950969019,6166857629,11692287066,6373212641,3.01355E+11,1.97875E+13,11272143473,,9685577941,4.86803E+11,12756706583,7.65265E+11,3.85802E+11,21410840909,86779266.16,1.77468E+11,4.72865E+13,68399663322,3.70774E+11,2.70556E+11,54091700000,1.89805E+11,3.06446E+11,280457700,21723531182,4.77812E+11,1.34047E+12,1.03376E+11,,1.99314E+11,36164068797,13972400000,9049548346,4.45185E+13,,1.6174E+11,1.77729E+11,1.36348E+12,8545441361,2.69726E+12,6.5427E+11,74294508240,17774766636,3.08004E+11,1307061544,4218723875,23438240000,1419394771,,39655958843,1.64885E+12,11997800760,1.66191E+12,4.52652E+11,316065369.9,4787367928,88467555244,43090173395,5.05104E+11,4062660890,1253072626,1377495054,,942070000,10950392220,1.32691E+13,3.62171E+12,4180866177,4.01296E+11,7854602392,35799714286,5.30026E+12,1594410800,1.42604E+12,437006227.2,2.69726E+12,1.66191E+12,25062893969,43173480832,8.64314E+11,35492074.22,47378599025,32248116584,91030959455,2.13522E+13,53274304222,1.82247E+13,81847410182,755400000,,,3748000000,1.93241E+11,759689950.9,7.52177E+13,788307330.6,6442915788,42450620876,3.17621E+11,21243339048,19963120600
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.26586E+13,2.77322E+12,2.03888E+13,99937696000,3.32442E+11,1.19672E+13,,1.23208E+12,24259552889,74296618481,1.38868E+13,1.55071E+12,2.40608E+11,4930204220,2.47129E+12,2738832687,332265200,14023890620,2.69428E+12,15141758567,55009730600,,8595955581,1484579844,1179004941,11240809132,1.95222E+11,1061631222,2707146783,66053725049,5795000000,4482697337,4.91812E+13,3.20838E+11,21717622071,6.69729E+11,51601147666,13723267961,1.28471E+11,2.61534E+13,2.8183E+13,2.03974E+12,9.31081E+11,9.31877E+11,1.10554E+12,6846691871,2.2948E+12,,3.00523E+11,4.17984E+11,1.74896E+11,20618363252,3.18951E+11,1.8758E+12,14075894320,39892551149,4.92254E+12,1.37278E+11,69188755364,6813092066,20016747754,178328873,971166666.7,1.50011E+12,1.0942E+11,4.86573E+12,15805692546,51205122504,3277826000,26197143268,1865375222,5.39848E+12,9.50658E+11,4.88937E+11,6237264055,82401038710,5.36098E+12,2.72004E+13,2165408359,1.85166E+13,43018087238,60691483443,28052325862,45387299721,,1.03312E+11,6472990923,8071480541,11848615018,4379115588,3.15552E+12,1.07849E+12,200558400,2.67079E+13,10672471861,14025944550,11665231192,67184236747,1.45999E+12,4373958354,11186734674,1250000000,11936999283,6398744505,12232463656,5433040160,3.01255E+11,2.02501E+13,10665634688,,10355006770,4.0465E+11,13286083645,7.83528E+11,3.6882E+11,21185922408,100087349,1.88224E+11,4.8179E+13,65480507171,3.66401E+11,2.78655E+11,57907700000,1.91896E+11,3.18627E+11,295065400,20759069105,4.7263E+11,1.21812E+12,1.04337E+11,,2.06286E+11,36054281572,15405400000,9475857773,4.55005E+13,,1.51732E+11,1.88129E+11,1.27679E+12,8697268916,2.92301E+12,6.44936E+11,51772232495,19040312815,3.18652E+11,1378551118,3674794530,24191440000,1468377272,,40692643373,1.5267E+12,,1.54037E+12,4.45069E+11,345495358.4,3128953537,89655253976,44736333522,5.15655E+11,3816018485,1263687151,1426651769,,1032452000,10097778354,1.35498E+13,3.48558E+12,4486979198,4.1343E+11,6952678127,36180000000,5.16284E+12,1650608600,1.44432E+12,420540178.6,2.92301E+12,1.54037E+12,22284780327,41801210428,8.69683E+11,36547799.58,49774021003,29078719934,93355993629,2.13389E+13,52687612262,1.8715E+13,81779012351,774429629.6,,,3863000000,2.05276E+11,804332795.6,7.6369E+13,799376439.5,6719172017,30935978724,2.96357E+11,20954754378,20548678100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.42227E+13,3.11481E+12,2.16108E+13,1.04296E+11,2.35734E+11,1.2671E+13,,1.31254E+12,26951648829,81770791971,1.47584E+13,1.56959E+12,2.55232E+11,5353404419,2.59515E+12,2905102304,366666800,14929488771,2.66623E+12,16242916916,58998132330,,10324668267,1504909753,1350177128,12200914930,2.03588E+11,1125685185,2826651926,71612352645,5851000000,4748174334,5.14683E+13,3.41244E+11,23136232230,7.13187E+11,55481644098,14213814583,1.42962E+11,2.88642E+13,3.09649E+13,2.10739E+12,9.22589E+11,1.01562E+12,1.1855E+12,6979581725,2.65275E+12,,3.35663E+11,4.45345E+11,1.95473E+11,24488176541,3.53253E+11,1.9618E+12,14806340821,41408960787,4.86686E+12,1.66806E+11,78965004656,7702934800,22177200512,187276210.9,996944444.4,1.6239E+12,1.20707E+11,5.42541E+12,16853087485,53140638269,3285455000,37883243650,1999090407,5.99543E+12,1.03342E+12,5.03284E+11,6552858739,87428125558,5.76876E+12,2.98698E+13,2405289384,2.05474E+13,47758736932,64181944723,30458763246,50751059058,,1.09683E+11,6431314957,9669759987,13176313233,4754352301,3.27261E+12,1.15891E+12,212881000,2.93555E+13,11307058382,15365627045,13146963159,68945867478,1.43655E+12,4844606146,11425755280,1601000000,13219084261,6758390729,13259351418,6303292264,3.19112E+11,2.11764E+13,12741746524,,11189541083,3.75746E+11,13785909906,8.3387E+11,3.98394E+11,25180583770,109585941.6,2.05416E+11,5.03202E+13,70598026283,3.98893E+11,3.04567E+11,62219000000,2.11007E+11,3.28481E+11,286106800,22742613549,5.26509E+11,1.2671E+12,1.03446E+11,,2.21358E+11,39008900332,16128000000,10212875641,4.74703E+13,,1.61099E+11,2.11695E+11,1.5742E+12,9253098954,3.34572E+12,6.88586E+11,45021077955,20996564752,3.41863E+11,1483758907,3739577973,24979200000,1528630707,,44179055280,1.62699E+12,,1.64178E+12,4.80559E+11,375614556.4,3216207914,95494424979,48586603448,5.41019E+11,4402973000,1191620112,1524486800,,1022365000,10000395242,1.48077E+13,3.9085E+12,4819949975,4.56295E+11,7157865188,37926285714,5.75525E+12,1599338100,1.42012E+12,460379145,3.34572E+12,1.64178E+12,22474828527,39802430355,8.58989E+11,40619251.99,53320625959,30756466548,1.1219E+11,2.35807E+13,59530088537,1.95194E+13,59159945321,792177777.8,,,3855000000,2.2378E+11,880043553.7,8.1306E+13,832153612.6,7245707185,26736139802,3.49554E+11,25868165345,22040902300
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63513E+13,3.19214E+12,2.31457E+13,1.07562E+11,2.49713E+11,1.36869E+13,,1.42215E+12,30631142227,84269348327,1.5965E+13,1.69825E+12,2.75947E+11,5581393121,2.78786E+12,3116887847,401932300,16862282414,2.86067E+12,17599700091,65556464048,,10907214994,1670670669,1458868242,13278488567,2.18138E+11,1168696296,3051626390,73118147941,5920000000,4787635821,5.46569E+13,3.61697E+11,24024189736,7.59124E+11,61375222347,15965670198,1.60419E+11,3.08077E+13,3.30323E+13,2.2311E+12,9.64268E+11,1.04224E+12,1.26882E+12,7491969313,2.71317E+12,,3.82674E+11,4.53996E+11,2.24228E+11,25737594324,3.70588E+11,2.09154E+12,15713908816,42932112676,4.95481E+12,1.7934E+11,87778582964,8271108638,24571753583,196737896,1010822222,1.72485E+12,1.40645E+11,5.22607E+12,17953786416,54961275742,3264000000,52607888718,2065875074,5.82356E+12,1.07344E+12,5.18429E+11,6876981286,88425889592,6.00731E+12,3.1818E+13,2575892262,2.25088E+13,53722883091,70919958016,34416012859,55084050790,,1.18096E+11,7188238073,11456717193,13853433948,5299773145,3.56614E+12,1.22235E+12,221278000,3.1284E+13,12683073866,17070758732,14750790658,76168043982,1.52042E+12,5504255214,13108769496,1323000000,14845870051,7049169771,14181951059,6917301909,3.58715E+11,2.23036E+13,13454211344,,12846952857,3.9719E+11,13063904770,9.14043E+11,4.34167E+11,29173513476,124021393.7,2.07921E+11,5.32016E+13,79788768969,4.42418E+11,3.14568E+11,65128200000,2.22045E+11,3.46842E+11,280435700,24109509856,5.87412E+11,1.33875E+12,1.0098E+11,,2.42313E+11,40384691791,16276600000,10667782838,5.02821E+13,,1.83335E+11,2.41457E+11,1.66958E+12,9635951160,3.44547E+12,7.86522E+11,33128480499,23236007428,3.73217E+11,1593964162,4085114794,26117400000,1655300873,,50640650221,1.70538E+12,,1.72116E+12,5.28053E+11,412261829.6,3464656616,1.05702E+11,54161636035,5.55455E+11,4665424249,1185474860,1586009000,,1113178000,11239167048,1.65625E+13,4.08239E+12,5364369026,5.06514E+11,7522947810,40761142857,5.58121E+12,1559894900,1.50387E+12,489235527.4,3.44547E+12,1.72116E+12,23808146748,39770297329,7.78382E+11,42588164.97,58001200572,32916147253,1.30902E+11,2.52733E+13,59596885024,2.05802E+13,50392607758,811300000,,,,2.45214E+11,914700508.2,8.64394E+13,821496064.5,7942961738,23486270352,3.68289E+11,26312140829,24311560500
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.69247E+13,3.24846E+12,2.27928E+13,1.07436E+11,3.03092E+11,1.33561E+13,,1.39349E+12,31471100656,95912590628,1.56264E+13,1.77846E+12,2.69296E+11,5496250694,2.71552E+12,,,16874450215,2.82911E+12,17477255546,66983634224,,12296665331,1826073740,1339449165,11026774945,2.09853E+11,1210603704,,76710355347,,5173759528,5.51406E+13,3.65712E+11,25095395475,7.83062E+11,60752588976,14332163266,1.63469E+11,3.1539E+13,3.3852E+13,2.32031E+12,9.91548E+11,1.11919E+12,1.33197E+12,,2.86893E+12,,3.88699E+11,,2.34094E+11,24188038474,3.94652E+11,2.00358E+12,16458071068,44502895862,5.08177E+12,1.81666E+11,95503088538,8454619608,27089389787,194647201.9,1053244444,1.64674E+12,1.34629E+11,5.1496E+12,18173839147,51991634492,3070518100,52091152228,2122450630,5.73377E+12,1.11524E+12,5.41512E+11,,84008783756,6.33493E+12,3.26435E+13,2376328637,2.29204E+13,54627411860,71104919108,34102913582,53859116536,,1.197E+11,,11968713370,14114631281,5642179170,3.64961E+12,1.26887E+12,,3.20879E+13,12547040499,17279566719,14989415684,76085852617,,5542577965,13996719329,,15291448212,7600656944,14048430519,7666704427,3.64681E+11,2.31771E+13,12366528259,,12911689659,4.4812E+11,12520915291,9.07051E+11,4.03336E+11,30641380604,118223430.1,2.06929E+11,5.36994E+13,76331518669,4.32093E+11,2.78222E+11,66800800000,2.26848E+11,3.76796E+11,268354919.4,24829107011,5.95858E+11,1.40379E+12,1.04989E+11,,2.38785E+11,38145288940,,10634784073,5.07699E+13,,1.75838E+11,2.50077E+11,1.69988E+12,10354417725,3.59184E+12,7.92967E+11,30513456085,23578084052,3.72063E+11,1589913622,4121733705,27022640000,,,51475016532,1.75118E+12,,1.76694E+12,5.20457E+11,418637389,3697371950,1.0508E+11,54174227309,5.30884E+11,4471598727,,1703387387,,1197415000,11314951343,1.71189E+13,4.15516E+12,5490272413,5.43549E+11,8116626794,,5.48796E+12,2017924900,,512350059.4,3.59184E+12,1.76694E+12,24269714810,38796687568,7.61425E+11,47271463.33,63177068175,35165157017,1.53781E+11,2.57418E+13,56045912953,2.14332E+13,57921286440,824718518.5,,,,2.61921E+11,934239973.8,8.77346E+13,852250191,7926133714,22581081994,3.51432E+11,23309773923,21440758800
